output_prefix	name	motif_id	cluster	total_tfbs	WT_mean_score	WT_bound	KI_mean_score	KI_bound	WT_KI_change	WT_KI_pvalue
CENPB_MA0637.1	CENPB	MA0637.1	C_CENPB	3279	0.42085	666	0.41319	666	0.04639	5.96260E-47
EHF_MA0598.2	EHF	MA0598.2	C_ELF1	19270	0.46086	4226	0.46462	4333	-0.07347	1.15674E-101
NKX6-1_MA0674.1	NKX6-1	MA0674.1	C_HOXB3	9929	0.21357	556	0.20915	541	0.07523	1.22824E-84
HEY1_MA0823.1	HEY1	MA0823.1	C_HEY1	6420	0.45208	1459	0.45043	1458	-0.0187	5.05769E-29
LBX1_MA0618.1	LBX1	MA0618.1	C_PAX4	7903	0.22778	512	0.22466	484	0.03584	2.26034E-51
TCF3_MA0522.2	TCF3	MA0522.2	C_SNAI2	12435	0.27552	1188	0.27218	1200	0.03498	5.69525E-60
GRHL2_MA1105.1	GRHL2	MA1105.1	C_GRHL2	14984	0.26901	1392	0.26872	1435	0.00247	3.08151E-08
MEIS2_MA0774.1	MEIS2	MA0774.1	C_MEIS3	17461	0.30573	1984	0.30736	2033	-0.02422	6.32352E-53
Hoxb5_MA0904.1	Hoxb5	MA0904.1	C_Hoxb5	8978	0.23188	590	0.22702	590	0.07111	3.48768E-88
GATA3_MA0037.3	GATA3	MA0037.3	C_GATA6	12695	0.2435	916	0.24681	963	-0.02561	1.43027E-47
Nkx3-1_MA0124.2	Nkx3-1	MA0124.2	C_ISL2	11207	0.26409	977	0.26632	1012	-0.02813	6.12842E-54
Hes2_MA0616.1	Hes2	MA0616.1	C_Hes2	7658	0.3363	1064	0.33633	1081	-0.02962	6.87881E-42
FOSL1JUN_MA1128.1	FOSL1::JUN	MA1128.1	C_FOSL1::JUN	32799	0.37927	5873	0.39885	6457	-0.16521	5.61810E-150
Nfe2l2_MA0150.2	Nfe2l2	MA0150.2	C_BACH2	26060	0.3433	3842	0.35448	4153	-0.10359	6.71073E-127
MAFNFE2_MA0501.1	MAF::NFE2	MA0501.1	C_BACH2	26962	0.33263	3795	0.34358	4092	-0.1036	3.27377E-122
IRF9_MA0653.1	IRF9	MA0653.1	C_IRF1	17866	0.27856	1751	0.2774	1753	0.01265	1.30718E-32
GLIS1_MA0735.1	GLIS1	MA0735.1	C_GLIS1	7003	0.39243	1278	0.38622	1205	0.03432	3.74526E-50
RREB1_MA0073.1	RREB1	MA0073.1	C_RREB1	44759	0.30491	5185	0.30302	5283	0.01135	1.09245E-39
HOXB2_MA0902.1	HOXB2	MA0902.1	C_HOXB3	8507	0.21482	464	0.21073	453	0.06564	1.53694E-77
POU3F1_MA0786.1	POU3F1	MA0786.1	C_POU1F1	15270	0.22302	944	0.22369	969	0.0006	9.21133E-01
SPIB_MA0081.1	SPIB	MA0081.1	C_SPIB	32012	0.28963	3293	0.29538	3445	-0.07717	1.90712E-123
Esrrg_MA0643.1	Esrrg	MA0643.1	C_Esrrg	14133	0.25414	1162	0.2579	1214	-0.04019	5.87699E-71
TEAD2_MA1121.1	TEAD2	MA1121.1	C_TEAD2	20539	0.29531	2288	0.29919	2401	-0.0296	7.94654E-66
CUX2_MA0755.1	CUX2	MA0755.1	C_CUX2	2503	0.21453	135	0.21241	143	0.04104	3.33065E-39
Dux_MA0611.1	Dux	MA0611.1	C_Dux	9461	0.51719	2044	0.51339	2069	0.01787	1.01040E-33
VSX2_MA0726.1	VSX2	MA0726.1	C_HOXB3	7110	0.20932	371	0.20477	359	0.0691	3.31883E-81
ZEB1_MA0103.3	ZEB1	MA0103.3	C_SNAI2	17590	0.31324	2212	0.30862	2187	0.04197	1.33383E-87
Foxo1_MA0480.1	Foxo1	MA0480.1	C_FOXP3	33560	0.26297	3004	0.26414	3113	-0.00898	1.39792E-26
Hoxc9_MA0485.1	Hoxc9	MA0485.1	C_Hoxa9	12309	0.24192	900	0.24192	922	0.01424	1.13296E-28
Lhx3_MA0135.1	Lhx3	MA0135.1	C_Lhx3	14926	0.19487	670	0.19176	644	0.0554	4.59885E-88
E2F2_MA0864.1	E2F2	MA0864.1	C_E2F2	4210	0.319	544	0.31629	549	0.02576	4.18285E-26
GLI2_MA0734.1	GLI2	MA0734.1	C_GLI2	9907	0.37362	1629	0.37227	1653	-0.00824	1.51644E-13
PDX1_MA0132.2	PDX1	MA0132.2	C_HOXB3	9338	0.23944	645	0.235	629	0.05957	1.06973E-81
VDR_MA0693.2	VDR	MA0693.2	C_VDR	13023	0.25703	1118	0.25847	1149	-0.02135	1.86685E-46
GLIS3_MA0737.1	GLIS3	MA0737.1	C_GLIS3	8576	0.33928	1192	0.33507	1147	0.03016	1.01727E-48
NKX6-2_MA0675.1	NKX6-2	MA0675.1	C_HOXB3	9566	0.21696	544	0.21173	528	0.07413	1.55291E-91
Neurog1_MA0623.1	Neurog1	MA0623.1	C_Atoh1	5940	0.25273	477	0.25263	485	-0.00953	5.94942E-09
RBPJ_MA1116.1	RBPJ	MA1116.1	C_RBPJ	38488	0.33406	5442	0.33351	5524	0.00953	1.39975E-31
HOXC12_MA0906.1	HOXC12	MA0906.1	C_HOXC10	6403	0.24322	474	0.24186	473	0.01833	1.53477E-26
FOS_MA0476.1	FOS	MA0476.1	C_FOSL1::JUN	33348	0.37346	5838	0.39258	6409	-0.16055	3.49083E-150
RARARXRG_MA1149.1	RARA::RXRG	MA1149.1	C_RARA::RXRG	15676	0.31834	2024	0.31869	2043	-0.00511	7.35573E-08
NFKB2_MA0778.1	NFKB2	MA0778.1	C_NFKB2	9526	0.3976	1799	0.39535	1825	0.02321	1.92115E-40
Stat5aStat5b_MA0519.1	Stat5a::Stat5b	MA0519.1	C_Stat5a::Stat5b	30845	0.29833	3506	0.29786	3528	0.01208	5.11950E-40
ETS1_MA0098.3	ETS1	MA0098.3	C_ETV4	18685	0.48902	4432	0.49171	4562	-0.05282	2.71639E-86
FLI1_MA0475.2	FLI1	MA0475.2	C_ETV4	15089	0.5404	4117	0.54074	4219	-0.0452	7.02617E-73
REL_MA0101.1	REL	MA0101.1	C_RELA	19513	0.38426	3466	0.38334	3549	0.01479	4.38263E-37
RXRB_MA0855.1	RXRB	MA0855.1	C_Nr2f6	16234	0.27276	1573	0.2736	1579	-0.01702	4.07570E-42
FOSL2JUNDvar.2_MA1145.1	FOSL2::JUND(var.2)	MA1145.1	C_FOSL2::JUND(var.2)	13085	0.43999	2758	0.44314	2839	-0.04209	2.11790E-67
FOSL2JUNBvar.2_MA1139.1	FOSL2::JUNB(var.2)	MA1139.1	C_FOSL2::JUND(var.2)	9849	0.45388	2167	0.45575	2211	-0.02876	2.98971E-45
ZBTB18_MA0698.1	ZBTB18	MA0698.1	C_ZBTB18	26667	0.28896	2896	0.2883	2940	0.02057	4.12702E-55
CEBPB_MA0466.2	CEBPB	MA0466.2	C_CEBPE	5445	0.33255	760	0.33851	792	-0.06411	1.85372E-69
PBX2_MA1113.1	PBX2	MA1113.1	C_PBX3	16555	0.32883	2005	0.33105	2069	-0.04752	5.05104E-79
Dlx4_MA0881.1	Dlx4	MA0881.1	C_Dlx3	7074	0.25567	557	0.25401	550	0.02504	9.91044E-40
Hnf4a_MA0114.3	Hnf4a	MA0114.3	C_Hnf4a	15586	0.29196	1681	0.29178	1704	-0.00336	8.52644E-06
NR1A4RXRA_MA1146.1	NR1A4::RXRA	MA1146.1	C_NR1A4::RXRA	8409	0.30359	943	0.30572	981	-0.02692	2.80820E-38
BATFJUN_MA0462.1	BATF::JUN	MA0462.1	C_FOSL1::JUN	30975	0.33718	4514	0.35257	4974	-0.12895	4.18935E-135
HNF1A_MA0046.2	HNF1A	MA0046.2	C_HNF1A	10969	0.20205	547	0.20023	560	0.03683	6.62239E-58
CREB1_MA0018.3	CREB1	MA0018.3	C_FOSL2::JUND(var.2)	14280	0.43158	2923	0.4359	3032	-0.04613	3.29009E-76
GBX1_MA0889.1	GBX1	MA0889.1	C_GBX2	5985	0.2798	560	0.27599	533	0.03907	1.26777E-55
SP8_MA0747.1	SP8	MA0747.1	C_SP3	40548	0.53455	11252	0.53021	11255	-0.00478	5.65856E-20
Tcf21_MA0832.1	Tcf21	MA0832.1	C_Tcf21	16175	0.3076	1961	0.30566	1966	0.0257	4.36465E-56
GATA1TAL1_MA0140.2	GATA1::TAL1	MA0140.2	C_GATA1::TAL1	14049	0.25573	1103	0.25757	1153	-0.02454	6.23052E-49
Gabpa_MA0062.2	Gabpa	MA0062.2	C_ETV4	18677	0.61992	6162	0.61657	6223	-0.0248	1.18849E-58
SP1_MA0079.3	SP1	MA0079.3	C_SP2	81161	0.55305	23956	0.54612	23917	0.01519	1.28224E-66
OTX1_MA0711.1	OTX1	MA0711.1	C_OTX1	5753	0.26859	532	0.2683	552	0.00562	1.56909E-04
ZIC3_MA0697.1	ZIC3	MA0697.1	C_ZIC4	16100	0.4553	3722	0.44616	3611	0.06076	1.82536E-89
ZNF740_MA0753.1	ZNF740	MA0753.1	C_ZNF740	21503	0.33652	3077	0.33189	3057	0.03428	1.48626E-73
CTCFL_MA1102.1	CTCFL	MA1102.1	C_CTCFL	34442	0.54195	10493	0.52971	10211	0.07014	1.51699E-112
GSX2_MA0893.1	GSX2	MA0893.1	C_GSX2	11606	0.22514	690	0.22061	668	0.05834	3.89883E-84
Sox3_MA0514.1	Sox3	MA0514.1	C_SOX15	44412	0.24831	3578	0.24447	3559	0.05553	1.64927E-102
Hand1Tcf3_MA0092.1	Hand1::Tcf3	MA0092.1	C_Hand1::Tcf3	22085	0.29513	2537	0.29669	2623	-0.00519	2.14500E-14
FOXB1_MA0845.1	FOXB1	MA0845.1	C_FOXC2	18620	0.2167	1126	0.21764	1152	-0.0007	1.29474E-01
TFDP1_MA1122.1	TFDP1	MA1122.1	C_E2F6	17779	0.61385	6161	0.59697	6021	0.10236	3.09761E-113
CEBPA_MA0102.3	CEBPA	MA0102.3	C_CEBPE	15257	0.27166	1422	0.27764	1516	-0.04968	8.04960E-79
HOXB13_MA0901.1	HOXB13	MA0901.1	C_HOXD13	16201	0.23061	1063	0.22958	1076	0.01106	4.48059E-29
EN2_MA0642.1	EN2	MA0642.1	C_GBX2	5586	0.29518	579	0.29005	552	0.04975	3.65656E-65
FOXO3_MA0157.2	FOXO3	MA0157.2	C_FOXP3	15449	0.25627	1300	0.25764	1354	-0.01488	4.46556E-30
Nr1h3Rxra_MA0494.1	Nr1h3::Rxra	MA0494.1	C_Nr1h3::Rxra	16682	0.29427	1875	0.29668	1913	-0.02548	3.33000E-55
POU3F4_MA0789.1	POU3F4	MA0789.1	C_POU1F1	12193	0.24034	866	0.24136	903	-0.00576	7.03330E-09
TFAP2Cvar.2_MA0814.1	TFAP2C(var.2)	MA0814.1	C_TFAP2A	13732	0.41586	2798	0.41209	2784	0.01342	1.69693E-27
FOSBJUNB_MA1135.1	FOSB::JUNB	MA1135.1	C_FOSL1::JUN	29400	0.37923	5291	0.39876	5809	-0.16324	1.84645E-144
TBX4_MA0806.1	TBX4	MA0806.1	C_TBX1	9688	0.27828	952	0.28177	983	-0.04388	6.09343E-67
MNX1_MA0707.1	MNX1	MA0707.1	C_HOXB3	11480	0.20922	601	0.20468	589	0.07235	1.01213E-87
TEAD1_MA0090.2	TEAD1	MA0090.2	C_TEAD2	17812	0.27383	1745	0.27794	1806	-0.03443	7.37192E-71
GCM1_MA0646.1	GCM1	MA0646.1	C_GCM1	7472	0.35021	1170	0.34689	1155	0.0039	5.86406E-05
IRF8_MA0652.1	IRF8	MA0652.1	C_IRF1	14024	0.3029	1611	0.30117	1615	0.01138	3.31567E-24
NFYB_MA0502.1	NFYB	MA0502.1	C_NFYB	13111	0.76139	4403	0.75472	4421	0.01127	5.01155E-20
TP73_MA0861.1	TP73	MA0861.1	C_TP73	7147	0.31188	852	0.31701	881	-0.07107	3.39660E-80
Nkx2-5_MA0063.1	Nkx2-5	MA0063.1	C_Nkx2-5	4723	0.22422	299	0.21965	280	0.06098	5.64951E-63
VAX1_MA0722.1	VAX1	MA0722.1	C_HOXB3	8162	0.20598	405	0.20113	396	0.07595	8.81979E-82
RORC_MA1151.1	RORC	MA1151.1	C_RORA(var.2)	12774	0.2715	1199	0.27264	1242	-0.00969	9.31342E-25
Foxj3_MA0851.1	Foxj3	MA0851.1	C_FOXP3	24987	0.22507	1585	0.22594	1656	0.00074	2.21532E-01
MYCN_MA0104.4	MYCN	MA0104.4	C_MNT	6515	0.47072	1560	0.47048	1563	-0.02579	1.75647E-36
FOSL2JUN_MA1130.1	FOSL2::JUN	MA1130.1	C_FOSL1::JUN	30373	0.38358	5534	0.40366	6088	-0.1686	1.88603E-148
POU6F2_MA0793.1	POU6F2	MA0793.1	C_POU6F2	10902	0.23514	733	0.2334	737	0.02863	6.84318E-47
FOSJUNvar.2_MA1126.1	FOS::JUN(var.2)	MA1126.1	C_FOSL2::JUND(var.2)	13394	0.38912	2350	0.39309	2438	-0.03605	1.14677E-65
ONECUT1_MA0679.1	ONECUT1	MA0679.1	C_ONECUT3	7244	0.19773	334	0.19502	331	0.05384	7.47377E-66
ESR1_MA0112.3	ESR1	MA0112.3	C_ESR2	10424	0.31098	1262	0.31055	1257	-0.00275	7.18426E-04
EMX1_MA0612.1	EMX1	MA0612.1	C_HOXB3	7695	0.23048	493	0.22671	472	0.06786	6.82904E-78
TFAP2A_MA0003.3	TFAP2A	MA0003.3	C_TFAP2A	18237	0.44206	4042	0.43585	3968	0.03243	4.00645E-73
Gata4_MA0482.1	Gata4	MA0482.1	C_GATA6	18389	0.2414	1303	0.24461	1387	-0.01817	2.54970E-45
ETV1_MA0761.1	ETV1	MA0761.1	C_ETV4	11288	0.62439	3738	0.62129	3792	-0.02996	1.55057E-53
EVX1_MA0887.1	EVX1	MA0887.1	C_HOXA2	5771	0.24637	441	0.24314	440	0.04989	6.92329E-68
Twist2_MA0633.1	Twist2	MA0633.1	C_Twist2	10240	0.2431	771	0.24595	801	-0.02931	7.80059E-51
TCF7L2_MA0523.1	TCF7L2	MA0523.1	C_TCF7L2	25532	0.24059	1859	0.23531	1847	0.07483	3.90460E-112
GATA2_MA0036.3	GATA2	MA0036.3	C_GATA6	17375	0.23422	1167	0.23664	1229	-0.01471	5.06046E-33
TFAP2Bvar.3_MA0813.1	TFAP2B(var.3)	MA0813.1	C_TFAP2C(var.3)	13415	0.4427	2904	0.43816	2929	0.02102	1.22861E-42
TEAD4_MA0809.1	TEAD4	MA0809.1	C_TEAD2	20300	0.27806	2053	0.28185	2108	-0.02741	1.02590E-60
HNF1B_MA0153.2	HNF1B	MA0153.2	C_HNF1A	8783	0.2106	490	0.20899	497	0.03903	1.07341E-60
RFX3_MA0798.1	RFX3	MA0798.1	C_RFX2	10842	0.38769	1953	0.39361	2009	-0.08107	5.07613E-97
NFATC1_MA0624.1	NFATC1	MA0624.1	C_NFAT5	26390	0.28347	2858	0.29067	3062	-0.07139	6.35507E-111
CDX1_MA0878.1	CDX1	MA0878.1	C_HOXA10	15148	0.22231	902	0.22071	909	0.02411	3.66356E-53
EWSR1-FLI1_MA0149.1	EWSR1-FLI1	MA0149.1	C_EWSR1-FLI1	63716	0.31367	7940	0.31479	8163	-0.02069	2.90000E-77
MEOX2_MA0706.1	MEOX2	MA0706.1	C_HOXB3	9600	0.21838	553	0.21454	536	0.06251	2.58485E-86
RORA_MA0071.1	RORA	MA0071.1	C_RORA	15922	0.2628	1378	0.26582	1455	-0.03759	4.07799E-71
Rarb_MA0857.1	Rarb	MA0857.1	C_Rarb	16893	0.26157	1483	0.26314	1530	-0.02195	8.01188E-44
CEBPE_MA0837.1	CEBPE	MA0837.1	C_CEBPE	5546	0.32941	762	0.33517	792	-0.06049	3.18740E-68
SOX9_MA0077.1	SOX9	MA0077.1	C_SOX9	10490	0.2479	841	0.24189	804	0.07245	3.95888E-87
Sox2_MA0143.3	Sox2	MA0143.3	C_Sox2	18810	0.27421	1814	0.27144	1821	0.03801	1.34848E-71
BHLHE22_MA0818.1	BHLHE22	MA0818.1	C_Atoh1	3623	0.22719	220	0.22686	233	-0.00885	6.20716E-06
JUNvar.2_MA0489.1	JUN(var.2)	MA0489.1	C_FOSL1::JUN	34200	0.36755	5819	0.38662	6427	-0.15797	7.35168E-148
BATF3_MA0835.1	BATF3	MA0835.1	C_FOSL2::JUND(var.2)	9616	0.42527	1931	0.42689	1966	-0.0286	7.74191E-49
Sox5_MA0087.1	Sox5	MA0087.1	C_SRY	14060	0.22472	888	0.2199	874	0.0654	1.85722E-92
Nr2f6var.2_MA0728.1	Nr2f6(var.2)	MA0728.1	C_Rarb	16286	0.27573	1553	0.27688	1625	-0.0184	2.36254E-40
TBX5_MA0807.1	TBX5	MA0807.1	C_TBX1	14626	0.28908	1512	0.29347	1565	-0.05921	1.70509E-88
SIX2_MA1119.1	SIX2	MA1119.1	C_SIX2	18575	0.27332	1787	0.27473	1828	-0.01654	7.39448E-44
TFAP4_MA0691.1	TFAP4	MA0691.1	C_MSC	18126	0.31346	2217	0.31215	2262	0.01597	8.77938E-38
YY1_MA0095.2	YY1	MA0095.2	C_YY1	17965	0.37396	3115	0.37111	3138	-0.00888	4.58746E-22
HIC2_MA0738.1	HIC2	MA0738.1	C_HIC2	15245	0.3327	2129	0.3366	2207	-0.05202	3.91043E-82
PROX1_MA0794.1	PROX1	MA0794.1	C_PROX1	6817	0.31111	838	0.31329	849	-0.01146	7.72240E-17
RORAvar.2_MA0072.1	RORA(var.2)	MA0072.1	C_RORA(var.2)	14089	0.27004	1291	0.27257	1366	-0.0184	7.72314E-38
TFEC_MA0871.1	TFEC	MA0871.1	C_USF2	10761	0.38947	1928	0.39529	1949	-0.0683	3.10907E-86
TWIST1_MA1123.1	TWIST1	MA1123.1	C_ZBTB18	25642	0.29076	2790	0.28917	2829	0.03834	1.07845E-76
Dlx1_MA0879.1	Dlx1	MA0879.1	C_HOXA2	6789	0.21615	369	0.2122	367	0.0654	7.28085E-74
GSC_MA0648.1	GSC	MA0648.1	C_OTX1	7180	0.27467	692	0.27423	718	0.00255	5.03040E-04
GRHL1_MA0647.1	GRHL1	MA0647.1	C_GRHL2	7032	0.26485	641	0.26324	668	0.01813	1.52775E-26
FOSL2JUNB_MA1138.1	FOSL2::JUNB	MA1138.1	C_FOSL1::JUN	29497	0.37665	5248	0.39635	5780	-0.16504	8.49036E-149
Arntl_MA0603.1	Arntl	MA0603.1	C_USF2	7222	0.46521	1668	0.46522	1680	-0.02037	4.62085E-34
Arnt_MA0004.1	Arnt	MA0004.1	C_MNT	12601	0.4314	2628	0.43206	2664	-0.03148	6.53403E-60
NRF1_MA0506.1	NRF1	MA0506.1	C_NRF1	16640	0.72992	7243	0.70509	6994	0.14308	3.03265E-125
Msx3_MA0709.1	Msx3	MA0709.1	C_Dlx3	7356	0.28634	710	0.28427	696	0.02346	2.07405E-42
NFIA_MA0670.1	NFIA	MA0670.1	C_NFIA	20902	0.29359	2302	0.30032	2480	-0.06452	2.74320E-99
GBX2_MA0890.1	GBX2	MA0890.1	C_GBX2	7411	0.26816	638	0.26399	611	0.04213	1.46355E-63
MEF2A_MA0052.3	MEF2A	MA0052.3	C_MEF2C	20005	0.23693	1456	0.24198	1577	-0.04879	4.15350E-86
FOXC2_MA0846.1	FOXC2	MA0846.1	C_FOXC2	31172	0.21794	1901	0.21753	1913	0.01265	5.87406E-41
T_MA0009.2	T	MA0009.2	C_TBX19	6192	0.26383	538	0.26605	573	-0.03253	1.13637E-45
GSC2_MA0891.1	GSC2	MA0891.1	C_OTX1	7728	0.26258	690	0.26237	709	0.00259	5.58518E-01
NR4A2_MA0160.1	NR4A2	MA0160.1	C_NR2F2	17843	0.27579	1715	0.27885	1798	-0.03678	6.61709E-72
TFAP2Cvar.3_MA0815.1	TFAP2C(var.3)	MA0815.1	C_TFAP2C(var.3)	11378	0.44917	2545	0.44333	2552	0.03557	9.51372E-66
MYC_MA0147.3	MYC	MA0147.3	C_MNT	9425	0.42817	1980	0.42926	1984	-0.02968	4.54493E-49
TFAP2Bvar.2_MA0812.1	TFAP2B(var.2)	MA0812.1	C_TFAP2A	15598	0.4387	3465	0.43221	3380	0.03354	1.37556E-67
POU4F2_MA0683.1	POU4F2	MA0683.1	C_POU4F2	14182	0.20397	708	0.20155	702	0.04128	3.53957E-63
TBX1_MA0805.1	TBX1	MA0805.1	C_TBX1	12533	0.29221	1325	0.29715	1390	-0.05867	2.78311E-85
MAFG_MA0659.1	MAFG	MA0659.1	C_MAFF	10634	0.29113	1131	0.29798	1210	-0.07065	8.88838E-91
HESX1_MA0894.1	HESX1	MA0894.1	C_GSX2	6960	0.25874	555	0.25424	540	0.06092	1.00232E-74
FOXA1_MA0148.3	FOXA1	MA0148.3	C_FOXC2	26161	0.24554	2049	0.24639	2113	-0.00636	1.57560E-24
Crx_MA0467.1	Crx	MA0467.1	C_Crx	13533	0.26239	1192	0.26292	1230	-0.00835	5.05871E-19
EN1_MA0027.2	EN1	MA0027.2	C_GSX2	6455	0.26998	552	0.26516	533	0.04524	1.02595E-57
ISX_MA0654.1	ISX	MA0654.1	C_GSX2	6526	0.25248	487	0.24653	465	0.07089	3.12545E-80
